Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
30231743,Are We Smart Enough to Know How Smart Animals Are?,Frans de Waal,"Waal, Frans de",,"=""0393353664""","=""9780393353662""",0,3.96,W. W. Norton & Company,Paperback,275,2017,2016,,2020/05/19,to-read,to-read (#94),to-read,,,,0,0
36391536,"She Has Her Mother's Laugh: The Powers, Perversions, and Potential of Heredity",Carl Zimmer,"Zimmer, Carl",,"=""1101984597""","=""9781101984598""",0,4.17,Dutton,Hardcover,657,2018,2018,,2020/05/19,to-read,to-read (#93),to-read,,,,0,0
1662160,Your Inner Fish: a Journey into the 3.5-Billion-Year History of the Human Body,Neil Shubin,"Shubin, Neil",,"=""0375424474""","=""9780375424472""",0,4.03,Pantheon,Hardcover,229,2008,2008,,2020/05/19,to-read,to-read (#92),to-read,,,,0,0
4591,Genome: the Autobiography of a Species in 23 Chapters,Matt Ridley,"Ridley, Matt",,"=""0060894083""","=""9780060894085""",0,4.05,Harper Perennial,Paperback,344,2006,1999,,2020/05/19,to-read,to-read (#91),to-read,,,,0,0
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",0,4.15,Oxford University Press,Paperback,360,2006,1976,,2020/05/19,to-read,to-read (#90),to-read,,,,0,0
27276428,The Gene: An Intimate History,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.35,Scribner,Hardcover,592,2016,2016,,2020/05/19,to-read,to-read (#89),to-read,,,,0,0
26813119,Virus X,Frank   Ryan,"Ryan, Frank",,"=""""","=""9781874082767""",0,3.95,Swift Publishers,Kindle Edition,388,2015,1996,,2020/04/03,to-read,to-read (#88),to-read,,,,0,0
32145,Stiff: The Curious Lives of Human Cadavers,Mary Roach,"Roach, Mary",,"=""0393324826""","=""9780393324822""",0,4.06,W. W. Norton  Company,Paperback,303,2004,2003,,2020/03/09,to-read,to-read (#87),to-read,,,,0,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",0,4.00,William Morrow,Hardcover,268,2006,2005,,2020/03/09,to-read,to-read (#86),to-read,,,,0,0
56465,The Gift of Fear: Survival Signals That Protect Us from Violence,Gavin de Becker,"Becker, Gavin de",,"=""0747538352""","=""9780747538356""",0,4.17,Bloomsbury Publishing PLC,Paperback,352,2000,1996,,2020/03/09,to-read,to-read (#85),to-read,,,,0,0
46207666,"Food Fix: How to Save Our Health, Our Economy, Our Communities, and Our Planet-One Bite at a Time",Dr. Mark Hyman MD,"MD, Dr. Mark Hyman",,"=""031645317X""","=""9780316453172""",0,4.10,"Little, Brown Spark",Hardcover,400,2020,2020,,2020/03/07,to-read,to-read (#84),to-read,,,,0,0
18108877,"Timebound (The Chronos Files, #1)",Rysa Walker,"Walker, Rysa",,"=""""","=""""",0,3.89,Skyscape,Kindle Edition,366,2014,2012,,2019/12/31,to-read,to-read (#83),to-read,,,,0,0
29430686,The River at Night,Erica Ferencik,"Ferencik, Erica",,"=""1501143190""","=""9781501143199""",0,3.50,Gallery/Scout Press,Hardcover,304,2017,2017,,2018/07/22,to-read,to-read (#82),to-read,,,,0,0
18223048,Frankenstorm,Ray Garton,"Garton, Ray",,"=""0786034076""","=""9780786034079""",0,3.20,Pinnacle,Paperback,409,2014,2014,2019/10/05,2018/07/20,,,read,,,,1,0
13023,Alice in Wonderland,Jane Carruth,"Carruth, Jane","Lewis Carroll, Rene Cloke","=""0517223627""","=""9780517223628""",0,4.03,Gramercy,Hardcover,96,2004,1865,2019/10/01,2019/09/26,,,read,,,,2,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",0,3.95,Riverhead Books,Hardcover,336,2015,2015,2019/09/24,2018/07/20,,,read,,,,1,0
43418784,"Boys Will Be Boys: Power, Patriarchy and Toxic Masculinity",Clementine Ford,"Ford, Clementine",,"=""1786076632""","=""9781786076632""",0,4.21,Oneworld Publications,Paperback,362,2019,2018,,2019/08/30,to-read,to-read (#81),to-read,,,,0,0
7094569,"Feed (Newsflesh, #1)",Mira Grant,"Grant, Mira",,"=""0316081051""","=""9780316081054""",0,3.85,Orbit,Mass Market Paperback,599,2010,2010,2019/06/09,2018/06/30,,,read,,,,1,0
40670312,The One,John Marrs,"Marrs, John",,"=""""","=""""",4,4.11,Hanover Square Press,Kindle Edition,418,2018,2016,2019/05/03,2019/04/28,,,read,,,,1,0
17166225,The Miracle Morning: The Not-So-Obvious Secret Guaranteed to Transform Your Life: Before 8AM,Hal Elrod,"Elrod, Hal",,"=""""","=""""",0,3.91,,Kindle Edition,172,2012,2012,2019/04/04,2019/04/03,,,read,,,,2,0
44765241,Grave Descend,John Lange,"Lange, John",Michael Crichton,"=""""","=""""",0,3.72,Open Road Media Mystery & Thriller,Kindle Edition,203,2019,1970,2019/04/03,2019/03/30,,,read,,,,1,0
17793223,"The Atlantis Gene (The Origin Mystery, #1)",A.G. Riddle,"Riddle, A.G.",,"=""1940026016""","=""9781940026015""",0,3.78,,Paperback,448,2013,2013,2019/03/09,2018/07/28,,,read,,,,1,0
36739330,"Spying on Whales: The Past, Present, and Future of Earth's Most Awesome Creatures",Nick Pyenson,"Pyenson, Nick",,"=""0735224560""","=""9780735224568""",0,3.79,Viking,Hardcover,336,2018,2018,,2019/01/23,to-read,to-read (#80),to-read,,,,0,0
40277241,Brief Answers to the Big Questions,Stephen Hawking,"Hawking, Stephen",,"=""1984819194""","=""9781984819192""",0,4.29,Bantam,Hardcover,256,2018,2018,,2019/01/23,to-read,to-read (#79),to-read,,,,0,0
33898233,Iced In: Ten Days Trapped on the Edge of Antarctica,Chris Turney,"Turney, Chris",,"=""080653852X""","=""9780806538525""",0,3.73,Citadel,Hardcover,320,2017,,,2018/12/14,to-read,to-read (#78),to-read,,,,0,0
18600,Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson,"Simpson, Joe",,"=""0060730552""","=""9780060730550""",0,4.22,Harper Perennial,Paperback,218,2004,1988,,2018/12/14,to-read,to-read (#77),to-read,,,,0,0
41108415,The Boys in the Cave: Deep Inside the Impossible Rescue in Thailand,Matt Gutman,"Gutman, Matt",,"=""0062909916""","=""9780062909916""",0,4.24,William Morrow,Hardcover,320,2018,2018,,2018/12/13,to-read,to-read (#76),to-read,,,,0,0
6424171,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""0345370775""","=""9780345370778""",0,4.08,Ballantine Books,Mass Market Paperback,416,1991,1990,,2018/02/14,to-read,to-read (#46),to-read,,,,0,0
13597728,"Asylum (Asylum, #1)",Madeleine Roux,"Roux, Madeleine",,"=""0062220969""","=""9780062220967""",4,3.64,HarperTeen,Hardcover,317,2013,2013,2018/12/01,2014/03/21,,,read,,,,1,0
13162,"When the Wind Blows (When the Wind Blows, #1)",James Patterson,"Patterson, James",,"=""0446676438""","=""9780446676434""",0,3.93,Grand Central Publishing,Paperback,416,2000,1998,,2018/10/28,to-read,to-read (#75),to-read,,,,0,0
34820588,"Dead End Girl (Violet Darger, #1)",L.T. Vargus,"Vargus, L.T.",Tim McBain,"=""""","=""""",3,4.19,Smarmy Press ,Kindle Edition,495,2017,2017,2018/10/25,2018/10/25,,,read,,,,1,0
25733983,Lab Girl,Hope Jahren,"Jahren, Hope",,"=""1101874937""","=""9781101874936""",0,3.98,Knopf,Hardcover,290,2016,2016,,2018/10/17,to-read,to-read (#74),to-read,,,,0,0
436681,Wildlife Wars: The Life and Times of a Fish and Game Warden,Terry Grosz,"Grosz, Terry",,"=""1555662455""","=""9781555662455""",0,4.05,Johnson Books,Hardcover,320,2000,1999,,2018/10/17,to-read,to-read (#73),to-read,,,,0,0
494562,Running the Amazon,Joe Kane,"Kane, Joe",,"=""067972902X""","=""9780679729020""",4,3.95,Vintage,Paperback,281,1990,1989,2018/04/24,2017/08/12,,,read,,,,1,0
23492651,The Hand That Feeds You,A.J. Rich,"Rich, A.J.","Amy Hempel, Jill Ciment","=""1476774587""","=""9781476774589""",5,3.33,Scribner,Hardcover,273,2015,2015,2018/07/30,2018/07/28,,,read,,,,1,0
23645343,"The Silent Girls (Canaan Crime, #2)",Eric Rickstad,"Rickstad, Eric",,"=""0062351540""","=""9780062351548""",0,3.72,William Morrow Paperbacks,Paperback,373,2015,2014,,2018/09/24,to-read,to-read (#72),to-read,,,,0,0
3243166,Skin,Ted Dekker,"Dekker, Ted",,"=""1595543368""","=""9781595543363""",0,3.78,Thomas Nelson,Paperback,416,2008,2006,,2018/09/24,to-read,to-read (#71),to-read,,,,0,0
6435064,Swimming to Antarctica,Lynne Cox,"Cox, Lynne",,"=""""","=""""",4,4.16,Harcourt,Paperback,360,,2004,2018/09/23,2018/04/25,,,read,,,,1,0
28954189,"Scythe (Arc of a Scythe, #1)",Neal Shusterman,"Shusterman, Neal",,"=""""","=""""",0,4.33,Simon Schuster Books for Young Readers,Hardcover,435,2016,2016,,2018/09/23,to-read,to-read (#70),to-read,,,,0,0
7663,A Case of Need,Jeffery Hudson,"Hudson, Jeffery",Michael Crichton,"=""0451210638""","=""9780451210630""",5,3.75,Berkley,Mass Market Paperback,416,2003,1968,2018/09/23,2018/09/22,,,read,,,,1,0
13514612,All Our Yesterdays,Cristin Terrill,"Terrill, Cristin",,"=""1423176375""","=""9781423176374""",0,4.02,Disney Hyperion,Hardcover,362,2013,2013,,2018/09/10,to-read,to-read (#69),to-read,,,,0,0
9644151,"Ashfall (Ashfall, #1)",Mike Mullin,"Mullin, Mike",,"=""1933718552""","=""9781933718552""",0,3.98,Tanglewood Press,Hardcover,466,2011,2011,,2018/09/10,to-read,to-read (#68),to-read,,,,0,0
105744,"Meg (MEG, #1)",Steve Alten,"Alten, Steve",,"=""0976165910""","=""9780976165910""",4,3.76,Tsunami Books,Paperback,438,2005,1997,2018/09/10,2018/08/07,,,read,,,,1,0
31131467,"The Gender Game (The Gender Game, #1)",Bella Forrest,"Forrest, Bella",,"=""""","=""""",0,3.86,,Kindle Edition,418,2016,2016,,2018/08/07,to-read,to-read (#67),to-read,,,,0,0
34291429,Thirst,L.A. Larkin,"Larkin, L.A.",,"=""1472125894""","=""9781472125897""",0,3.61,Constable,Paperback,352,2017,2012,,2018/08/07,to-read,to-read (#66),to-read,,,,0,0
5603935,My Abandonment,Peter Rock,"Rock, Peter",,"=""0151014140""","=""9780151014149""",0,3.57,Houghton Mifflin Harcourt,Hardcover,225,2009,2009,,2018/08/07,to-read,to-read (#65),to-read,,,,0,0
583699,Thr3e,Ted Dekker,"Dekker, Ted",,"=""0849945127""","=""9780849945120""",0,4.07,Thomas Nelson,Paperback,352,2004,2003,,2018/07/22,to-read,to-read (#64),to-read,,,,0,0
27206428,Shackled,Tom Leveen,"Leveen, Tom",,"=""1481422502""","=""9781481422505""",0,3.64,Simon  Schuster Books for Young Readers,Paperback,256,2016,2015,,2018/07/22,to-read,to-read (#63),to-read,,,,0,0
13453029,"Wool Omnibus (Silo, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",4,4.21,Broad Reach Publishing,Kindle Edition,509,2012,2012,2018/07/22,2018/06/27,,,read,,,,1,0
28220842,Stranded,Bracken MacLeod,"MacLeod, Bracken",,"=""0765382431""","=""9780765382436""",0,3.44,Tor Books,Hardcover,304,2016,2016,,2018/07/22,to-read,to-read (#62),to-read,,,,0,0
16057298,North American Lake Monsters,Nathan Ballingrud,"Ballingrud, Nathan",,"=""1618730592""","=""9781618730596""",0,4.00,Small Beer Press,Hardcover,205,2013,2013,,2018/07/22,to-read,to-read (#61),to-read,,,,0,0
26030686,"Close Your Eyes (Joseph O'Loughlin, #8)",Michael Robotham,"Robotham, Michael",,"=""0316267945""","=""9780316267946""",0,4.20,Mulholland Books,Hardcover,383,2016,2015,,2018/07/20,to-read,to-read (#60),to-read,,,,0,0
17934474,Doing Harm,Kelly  Parsons,"Parsons, Kelly",,"=""1250033470""","=""9781250033475""",0,3.67,St. Martin's Press,Hardcover,368,2014,2014,,2018/07/20,to-read,to-read (#59),to-read,,,,0,0
18716296,The Killer Next Door,Alex Marwood,"Marwood, Alex",,"=""0751550698""","=""9780751550696""",0,3.64,Sphere,Paperback,387,2014,2013,,2018/07/20,to-read,to-read (#58),to-read,,,,0,0
22926521,The Accident,Chris  Pavone,"Pavone, Chris",,"=""0385348479""","=""9780385348478""",0,3.61,Ballantine Books,Paperback,416,2015,2014,,2018/07/20,to-read,to-read (#57),to-read,,,,0,0
23341578,Broken Monsters (Reading Group Guide),Lauren Beukes,"Beukes, Lauren",,"=""031621681X""","=""9780316216814""",0,3.59,Mulholland Books,Paperback,441,2015,2014,,2018/07/20,to-read,to-read (#56),to-read,,,,0,0
20821614,"You (You, #1)",Caroline Kepnes,"Kepnes, Caroline",,"=""1476785597""","=""9781476785592""",0,3.95,Atria/Emily Bestler Books,Hardcover,424,2014,2014,,2018/07/20,to-read,to-read (#55),to-read,,,,0,0
19486412,Big Little Lies,Liane Moriarty,"Moriarty, Liane",,"=""0399167064""","=""9780399167065""",0,4.30,Amy Einhorn Books,Hardcover,458,2014,2014,,2018/07/20,to-read,to-read (#54),to-read,,,,0,0
20613525,Bad Country,C.B. McKenzie,"McKenzie, C.B.",,"=""1250053544""","=""9781250053541""",0,3.63,Minotaur Books,Hardcover,292,2014,2014,,2018/07/20,to-read,to-read (#53),to-read,,,,0,0
23019294,A Head Full of Ghosts,Paul Tremblay,"Tremblay, Paul",,"=""0062363239""","=""9780062363237""",0,3.80,William Morrow,Hardcover,286,2015,2015,,2018/07/20,to-read,to-read (#52),to-read,,,,0,0
17950614,"UnDivided (Unwind, #4)",Neal Shusterman,"Shusterman, Neal",,"=""""","=""""",5,4.46,Simon & Schuster,Hardcover,372,2014,2014,2018/05/15,2017/08/29,,,read,,,,1,0
25551332,"UnBound (Unwind, #4.5)",Neal Shusterman,"Shusterman, Neal","Brendan Shusterman, Jarrod Shusterman, Michelle Knowlden, Terry  Black","=""1481457233""","=""9781481457231""",0,4.23,Simon & Schuster,Hardcover,305,2015,2015,,2018/04/23,to-read,to-read (#51),to-read,,,,0,0
12792658,"UnSouled (Unwind, #3)",Neal Shusterman,"Shusterman, Neal",,"=""147111810X""","=""9781471118104""",4,4.23,Simon & Schuster UK,Paperback,404,2013,2013,2018/04/22,2014/01/05,,,read,,,,1,0
29385546,"Warcross (Warcross, #1)",Marie Lu,"Lu, Marie",,"=""0399547967""","=""9780399547966""",0,4.14,G.P. Putnam’s Sons Books for Young Readers,Hardcover,353,2017,2017,,2018/04/05,to-read,to-read (#50),to-read,,,,0,0
8811134,"Fear (Gone, #5)",Michael  Grant,"Grant, Michael",,"=""0061449156""","=""9780061449154""",3,4.23,Katherine Tegen Books,Hardcover,509,2012,2012,2018/03/28,2014/01/05,,,read,,,,1,0
16279856,"The Eye of Minds (The Mortality Doctrine, #1)",James Dashner,"Dashner, James",,"=""0385741391""","=""9780385741392""",0,3.85,Delacorte Books for Young Readers,Hardcover,308,2013,2013,,2018/02/14,to-read,to-read (#49),to-read,,,,0,0
263558,"The Trench (MEG, #2)",Steve Alten,"Alten, Steve",,"=""0786011149""","=""9780786011148""",0,3.89,Pinnacle Books,Mass Market Paperback,352,2000,1999,,2018/02/14,to-read,to-read (#48),to-read,,,,0,0
18310318,Drug of Choice,John Lange,"Lange, John",Michael Crichton,"=""1783291230""","=""9781783291236""",0,3.54,Hard Case Crime,Paperback,208,2013,1970,,2018/02/14,to-read,to-read (#47),to-read,,,,0,0
170453,Life of Pi,Yann Martel,"Martel, Yann",,"=""0156027321""","=""9780156027328""",0,3.93,Harvest Books,Paperback,326,2002,2001,,2011/10/09,to-read,to-read (#45),to-read,,,,0,0
12232938,The Lovely Bones,Alice Sebold,"Sebold, Alice",,"=""0316166685""","=""9780316166683""",4,3.84,"Little, Brown and Company",Mass Market Paperback,372,2006,2002,2018/02/13,2011/10/09,,,read,,,,1,0
43641,Water for Elephants,Sara Gruen,"Gruen, Sara",,"=""1565125606""","=""9781565125605""",0,4.10,Algonquin Books,Paperback,368,2007,2006,,2018/02/03,to-read,to-read (#44),to-read,,,,0,0
12878132,"Thomas’s First Memory of the Flare (The Maze Runner, #2.5)",James Dashner,"Dashner, James",,"=""""","=""""",0,3.96,Books-A-Million,ebook,4,2011,2011,,2012/09/03,,,read,,,,1,0
23267628,"The Fever Code (The Maze Runner, #0.5)",James Dashner,"Dashner, James",,"=""0553513095""","=""9780553513097""",5,4.05,Delacorte Press,Hardcover,347,2016,2016,2018/01/26,2018/01/25,,,read,,,,1,0
1456943,Ripley's whales and dolphins,Doug Perrine,"Perrine, Doug",,"=""0439342732""","=""9780439342735""",0,0.0,Scholastic,Paperback,,2001,1999,,2017/08/12,,,read,,,,1,0
20726924,Rumble,Ellen Hopkins,"Hopkins, Ellen",,"=""1442482842""","=""9781442482845""",0,4.04,Margaret K. McElderry Books,Hardcover,550,2014,2014,,2014/12/02,,,read,,,,1,0
7864437,"The Death Cure (The Maze Runner, #3)",James Dashner,"Dashner, James",,"=""0385738773""","=""9780385738774""",0,3.78,Delacorte Books for Young Readers,Hardcover,325,2011,2011,,2012/09/03,,,read,,,,1,0
7631105,"The Scorch Trials (The Maze Runner, #2)",James Dashner,"Dashner, James",,"=""0385738757""","=""9780385738750""",0,3.90,Delacorte Press,Hardcover,362,2010,2010,,2012/09/03,,,read,,,,1,0
13089710,"The Kill Order (The Maze Runner, #0.4)",James Dashner,"Dashner, James",,"=""0385742886""","=""9780385742887""",4,3.71,Delacorte Books for Young Readers,Hardcover,327,2012,2012,2017/08/12,2012/09/03,,,read,,,,1,0
233093,"The Cat in the Hat (The Cat in the Hat, #1)",Dr. Seuss,"Seuss, Dr.",,"=""039480001X""","=""9780394800011""",0,4.18,Random House Books for Young Readers,Hardcover,61,1985,1957,,2017/06/22,,,read,,,,1,0
23772,Green Eggs and Ham,Dr. Seuss,"Seuss, Dr.",,"=""0394800168""","=""9780394800165""",0,4.30,Random House Books for Young Readers,Hardcover,64,1988,1960,,2017/06/22,,,read,,,,1,0
1367939,Murder at 40 Below: True Crime Stories from Alaska,Tom Brennan,"Brennan, Tom",,"=""0945397992""","=""9780945397991""",0,3.50,"Epicenter Press, Incorporated",Paperback,190,2001,2001,,2017/06/22,,,read,,,,1,0
295353,Basic Wilderness Survival Skills,Bradford Angier,"Angier, Bradford",Lamar Underwood,"=""1585742260""","=""9781585742264""",0,4.08,Lyons Press,Paperback,464,2002,2002,2017/06/22,2015/01/02,,,read,,,,1,0
22864710,Challenger Deep,Neal Shusterman,"Shusterman, Neal",Brendan Shusterman,"=""0061134112""","=""9780061134111""",0,4.14,Quill Tree Books,Hardcover,320,2015,2015,2017/06/22,2015/07/18,,,read,,,,1,0
7457720,"KJV, Teen Study Bible, Hardcover",Anonymous,"Anonymous, Anonymous","Sue W. Richards, Lawrence O. Richards","=""031071916X""","=""9780310719168""",5,4.88,Zondervan,Hardcover,1600,2009,2010,2011/12/20,2011/10/09,,,read,,,,1,1
525488,"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life",Henry Cloud,"Cloud, Henry",John Townsend,"=""0310247454""","=""9780310247456""",5,4.20,Zondervan,Paperback,320,1992,1992,2011/10/10,2011/10/09,,,read,,,,1,1
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",0,4.42,Riverhead Books,Hardcover,372,2007,2007,,2016/12/08,to-read,to-read (#43),to-read,,,,0,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",0,3.80,Scribner,Hardcover,96,1996,1952,,2016/12/08,to-read,to-read (#42),to-read,,,,0,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",0,4.12,Ember,Paperback,208,2006,1993,,2016/12/08,to-read,to-read (#41),to-read,,,,0,0
3876,The Sun Also Rises,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",0,3.80,Pan Books,Paperback,189,1957,1926,,2016/12/08,to-read,to-read (#40),to-read,,,,0,0
227463,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",Κώστας Γαλανόπουλος,"=""""","=""""",0,4.00,W. W. Norton & Company,Paperback,192,1986,1962,,2016/12/08,to-read,to-read (#39),to-read,,,,0,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333846""","=""9780385333849""",0,4.09,Dial Press,Paperback,275,1999,1969,,2016/12/08,to-read,to-read (#38),to-read,,,,0,0
4395,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,"=""""","=""""",0,4.00,Penguin Books,Paperback,455,2002,1939,,2016/12/08,to-read,to-read (#37),to-read,,,,0,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,3.99,Simon & Schuster ,Paperback,453,2004,1961,,2016/12/08,to-read,to-read (#36),to-read,,,,0,0
7613,Animal Farm,George Orwell,"Orwell, George","Boris Grabnar, Celâl Üstüner, Τζωρτζ Όργουελ, José Manuel Moreno Cidoncha, Peter Škerl, Κυριάκος Ντελόπουλος, Николай Николов, Celâl Üster, Pau Masiques, Αύγουστος Κορτώ, Chris Mould","=""""","=""""",0,3.98,NAL,Paperback,122,2003,1945,,2016/12/08,to-read,to-read (#35),to-read,,,,0,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",0,3.69,Penguin Books ,Paperback,182,1999,1954,,2016/12/08,to-read,to-read (#34),to-read,,,,0,0
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.","Per Svein Paulsen, Tormod Haugen","=""""","=""""",0,4.23,HarperCollins Publishers,Paperback,206,2005,1950,,2016/12/08,to-read,to-read (#33),to-read,,,,0,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",0,3.93,Scribner,Paperback,180,1925,1925,,2016/12/08,to-read,to-read (#32),to-read,,,,0,0
23015872,"Traffick (Tricks, #2)",Ellen Hopkins,"Hopkins, Ellen",,"=""""","=""""",0,4.28, Margaret K. McElderry Books,Hardcover,505,2015,2015,,2016/01/30,to-read,to-read (#31),to-read,,,,0,0
734743,Captivating: Unveiling the Mystery of a Woman's Soul,John Eldredge,"Eldredge, John",Stasi Eldredge,"=""0785289097""","=""9780785289098""",5,3.92,Thomas Nelson Publishers,Paperback,238,2007,2004,,2011/10/09,,,read,,,,1,0
19485109,"The Purge of Babylon (Purge of Babylon, #1)",Sam Sisavath,"Sisavath, Sam",,"=""0615922376""","=""9780615922379""",0,4.08,Road to Babylon Media,Paperback,483,2013,2013,,2015/01/06,to-read,to-read (#30),to-read,,,,0,0
16131484,"The Infinite Sea (The 5th Wave, #2)",Rick Yancey,"Yancey, Rick",,"=""""","=""""",4,3.85,Putnam Juvenile,Kindle Edition,320,2014,2014,2015/01/03,2015/01/02,,,read,,,,1,0
18053047,Maybe One Day,Melissa Kantor,"Kantor, Melissa",,"=""0062279203""","=""9780062279200""",3,3.96,HarperTeen,Hardcover,384,2014,2014,2015/01/02,2014/08/09,,,read,,,,1,0
16101128,"The 5th Wave (The 5th Wave, #1)",Rick Yancey,"Yancey, Rick",,"=""0399162410""","=""9780399162411""",4,4.02,G.P. Putnam's Sons Books for Young Readers,Hardcover,457,2013,2013,2015/01/02,2015/01/02,,,read,,,,1,0
1582996,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,"Clare, Cassandra",,"=""1416914293""","=""9781416914297""",4,4.12,Margaret K. McElderry Books,Hardcover,453,2008,2008,,2013/06/22,,,read,,,,1,0
6686101,"Plague (Gone, #4)",Michael  Grant,"Grant, Michael",,"=""0061449121""","=""9780061449123""",3,4.17,Katherine Tegen Books,Hardcover,494,2011,2011,2014/07/06,2014/01/05,,,read,,,,1,0
6686092,"Lies (Gone, #3)",Michael  Grant,"Grant, Michael",,"=""""","=""""",4,4.08,HarperCollins ,Hardcover,447,2010,2010,2014/06/13,2014/01/05,,,read,,,,1,0
4374400,"If I Stay (If I Stay, #1)",Gayle Forman,"Forman, Gayle",,"=""0525421033""","=""9780525421030""",0,3.92,Viking,Hardcover,208,2009,2009,2014/05/29,2011/10/09,,,read,,,,1,0
1991,Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters),Jared Diamond,"Diamond, Jared",,"=""0465031269""","=""9780465031269""",0,3.71,Basic Books,Paperback,176,1998,1997,,2014/05/26,,,read,,,,1,0
5047880,"Hunger (Gone, #2)",Michael  Grant,"Grant, Michael",,"=""""","=""""",0,4.02,Katherine Tegen Books,Hardcover,590,2009,2009,2014/05/26,2014/01/05,,,read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",4,4.58,Scholastic Inc.,Paperback,652,2006,2005,,2011/10/10,,,read,,,,1,1
18710190,"Allegiant (Divergent, #3)",Veronica Roth,"Roth, Veronica",,"=""0007524277""","=""9780007524273""",4,3.61,HarperCollins Children's Book's,Hardcover,531,2013,2013,2014/04/08,2014/01/19,,,read,,,,1,0
11735983,"Insurgent (Divergent, #2)",Veronica Roth,"Roth, Veronica",,"=""0007442912""","=""9780007442911""",3,3.98,HarperCollins Children's Books,Hardcover,525,2012,2012,2014/03/25,2014/01/19,,,read,,,,1,0
166562,Between a Rock and a Hard Place,Aron Ralston,"Ralston, Aron",,"=""074349282X""","=""9780743492829""",0,3.84,Atria Books,Paperback,354,2005,2004,,2014/03/24,,,read,,,,1,0
400503,"Static (Flight 29 Down, #1)",Walter Sorrells,"Sorrells, Walter","D.J. MacHale, Stan Rogow","=""0448441063""","=""9780448441061""",0,3.73,Grosset & Dunlap,Paperback,224,2006,2006,,2014/03/24,,,read,,,,1,0
2536134,"Gone (Gone, #1)",Michael  Grant,"Grant, Michael",,"=""0061448761""","=""9780061448768""",5,3.86,Katherine Tegen Books,Hardcover,560,2008,2008,2014/01/09,2013/07/30,,,read,,,,1,0
7669259,"Everfound (Skinjacker, #3)",Neal Shusterman,"Shusterman, Neal",,"=""1416990496""","=""9781416990499""",0,4.29,Simon & Schuster Children's Publishing,Hardcover,512,2011,2011,,2014/01/05,to-read,to-read (#29),to-read,,,,0,0
